seasonType,eventId,teamId,homeAway,winner,formation,active,starter,jersey,athleteId,athleteDisplayName,position,formationPlace,subbedIn,subbedInForAthleteId,subbedInForAthleteJersey,subInAthleteId,subInClockValue,subInDisplayClock,subbedOut,subbedOutForAthleteId,subbedOutForAthleteJersey,subOutAthleteId,subOutClockValue,subOutDisplayClock,updateTime
13370,735796,18966,home,1,4-3-3,1,1,1,43372,Hugo Lloris,Goalkeeper,1,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,14,218252,Sergi Palencia,Right Back,2,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,24,183758,Ryan Hollingshead,Left Back,3,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,6,322658,Igor Jesus,Center Midfielder,4,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,33,201103,Aaron Long,Center Right Defender,5,0,0,-1,,,,1,200651,5,200651.0,6300.0,105',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,4,199904,Eddie Segura,Center Left Defender,6,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,11,231192,Timothy Tillman,Right Midfielder,7,0,0,-1,,,,1,173386,20,173386.0,7158.0,120',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,8,193171,Mark Delgado,Left Midfielder,8,0,0,-1,,,,1,239706,22,239706.0,4418.0,74',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,8,193171,Mark Delgado,Left Midfielder,8,0,0,-1,,,,1,239706,22,239706.0,5400.0,90'+4',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,17,251805,Jeremy Ebobisse,Forward,9,0,0,-1,,,,1,88965,9,88965.0,4413.0,74',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,27,340613,Nathan Ordaz,Right Forward,10,0,0,-1,,,,1,115713,30,115713.0,7159.0,120',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,27,340613,Nathan Ordaz,Right Forward,10,0,0,-1,,,,1,115713,30,115713.0,4061.0,68',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,1,99,213304,Denis Bouanga,Left Forward,11,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,5,200651,Marlon,Substitute,0,1,201103,33,201103.0,6300.0,105',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,20,173386,Yaw Yeboah,Substitute,0,1,231192,11,231192.0,7158.0,120',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,25,127512,Maxime Chanot,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,30,115713,David Martínez,Substitute,0,1,340613,27,340613.0,4061.0,68',1,295727,21,295727.0,7159.0,120',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,22,239706,Cengiz Ünder,Substitute,0,1,193171,8,193171.0,4418.0,74',1,283228,23,283228.0,5400.0,90'+4',2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,9,88965,Olivier Giroud,Substitute,0,1,251805,17,251805.0,4413.0,74',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,18,261589,David Ochoa,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,12,262728,Thomas Hasal,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,43,280680,Adam Saldaña,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,23,283228,Frankie Amaya,Substitute,0,1,239706,22,239706.0,4418.0,74',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,23,283228,Frankie Amaya,Substitute,0,1,239706,22,239706.0,5400.0,90'+4',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,91,283453,Nkosi Tafari,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,21,295727,Ryan Raposo,Substitute,0,1,115713,30,115713.0,4061.0,68',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,21,295727,Ryan Raposo,Substitute,0,1,115713,30,115713.0,7159.0,120',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,18966,home,1,4-3-3,1,0,29,370116,Artem Smolyakov,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,1,1,200101,Luis Malagón,Goalkeeper,1,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,5,195312,Kevin Álvarez,Right Back,2,0,0,-1,,,,1,258971,24,258971.0,5400.0,90',2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,1,26,132676,Cristian Borja,Left Back,3,0,0,-1,,,,1,70983,10,70983.0,5400.0,90',2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,1,13,228351,Alan Cervantes,Left Midfielder,4,0,0,-1,,,,1,137439,6,137439.0,2700.0,45',2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,3,290414,Israel Reyes,Center Right Defender,5,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,4,285756,Sebastián Cáceres,Center Left Defender,6,0,0,-1,,,,1,307891,29,307891.0,5082.0,85',2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,11,204923,Víctor Dávila,Attacking Midfielder Right,7,0,0,-1,,,,1,144325,7,144325.0,2700.0,45',2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,28,129421,Érick Sánchez,Right Midfielder,8,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,27,159042,Rodrigo Aguirre,Forward,9,0,0,-1,,,,1,311853,32,311853.0,5288.0,89',2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,1,8,283827,Álvaro Fidalgo,Attacking Midfielder,10,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,1,17,212824,Alejandro Zendejas,Attacking Midfielder Left,11,0,0,-1,,,,1,228730,18,228730.0,5314.0,89',2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,0,6,137439,Jonathan dos Santos,Substitute,0,1,228351,13,228351.0,2700.0,45',0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,21,93184,Henry Martín,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,7,144325,Brian Rodríguez,Substitute,0,1,204923,11,204923.0,2700.0,45',0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,30,103729,Rodolfo Cota,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,12,95752,Jonathan Estrada,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,10,70983,Diego Valdés,Substitute,0,1,132676,26,132676.0,5400.0,90',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,0,14,164331,Néstor Araujo,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,18,228730,Cristian Calderón,Substitute,0,1,212824,17,212824.0,5314.0,89',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,0,24,258971,Javairo Dilrosun,Substitute,0,1,195312,5,195312.0,5400.0,90',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,0,35,304626,Esteban Lozano,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,29,307891,Ramón Juarez,Substitute,0,1,285756,4,285756.0,5082.0,85',0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,36,311296,Miguel Ramírez,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,32,311853,Miguel Vazquez,Substitute,0,1,159042,27,159042.0,5288.0,89',0,0,-1,,,,2025-06-02 04:53:23
13370,735796,227,away,0,4-2-3-1,1,0,34,363021,Dagoberto Espinoza,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
13370,735796,227,away,0,4-2-3-1,1,0,44,394111,Osvaldo Arriaga,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-06-01 04:57:56
